id,transcript,emotion
006376,cô đang ở đâu vậy,angry
005306,cô cũng biết là tôi bị đuổi ra khỏi nhà mà,sad
007943,cái bẫy này,neutral
000203,dạ tại vì bà con hơi xa ạ,happy
000315,cô tưởng tôi rảnh lắm hay sao mà tôi đùa với cô vậy,angry
007519,dạ,neutral
003014,ây từ từ để đếm tiền đã,neutral
003005,mà công nhận nhìn tôi giống ăn mày thiệt,neutral
005821,bệnh viện mua sắm cũng giống như nghiện ma túy vậy,neutral
007713,à người ta gọi đó là hội chứng các cô gái,neutral
008162,anh đừng nhắc tới yến ở đây nữa,angry
000199,trúc về rồi hả,neutral
001050,không biết có chuyện gì không ta,neutral
006542,đừng có gây chuyện rắc rối nữa,neutral
006554,cục ta cục tác,happy
001804,từ trước tới giờ ở nhà tôi chưa phải làm bất cứ công việc gì hết trơn á,neutral
007120,bây giờ không bị chửi mà lại còn được khen nữa chứ,happy
002160,dạ,happy
000760,mẹ ngồi xuống đi,happy
007399,không ai trả Trúc hai trăm năm mươi triệu Trúc vẫn lo cho tôi chứ,neutral
004804,bởi vì tôi là một thằng khốn nạn mà,angry
004236,anh thả vô đúng không,angry
000817,cho dù trước đó anh có giải thích thế nào em cũng không tin,neutral
004335,khi lần đầu nghe về chuyện viết lách của cô,neutral
007106,em không thấy là anh yêu em mà chỉ dám hôn em sao,neutral
007383,Trúc đi công chuyện để tôi ở nhà một mình với anh Hiều ấy hả,neutral
007169,Yến,neutral
003150,thôi được rồi cô dọn sách đi tôi chờ,neutral
007342,cô còn không dám đi sao bắt tôi đi,neutral
003532,tôi kêu anh chở tôi đi lâm đồng,angry
007014,mở miệng nhờ tụi nó giúp đỡ tụi nó không có giúp đâu,neutral
003802,"cô tưởng tượng buổi sáng đang ngủ bị dựng dậy , rồi bị cô tát một cái , mà không hiểu chuyện gì xảy ra",angry
007503,"thôi được rồi , mang cây viết ra đây",neutral
000756,tụi nó nghĩ tôi là người như thế nào hả,angry
001584,ủa mà hôm qua kêu là không thèm quan tâm,neutral
002133,"nếu không , anh sẽ bị đuổi việc đó",angry
004202,mở cửa ra định nhốt tôi ở ngoài luôn hay sao vậy,angry
002637,số tiền này là sao ba,neutral
008281,dạ thôi cảm ơn chị em không mua thuốc nữa,sad
000182,còn thêm nhiều trật tự đô thị nữa chứ,angry
006373,tôi đâu có mê tiền,neutral
006991,mẹ không nói,neutral
000930,mười lăm ngàn,angry
008310,sao nằm ở đây người ta đánh cô hả,surprise
001845,tôi hát tôi trúc biết tôi đứng yên một chỗ rồi mà,angry
004051,lau đi,neutral
006169,cô có tình ỷ với Đình Phong đúng không,angry
005148,nên tôi đã mua kem cho cô ấy,neutral
007977,để lấy cảm hứng viết kịch bản và đóng vai đó,neutral
007826,tôi có chuyện này cực kỳ quan trọng muốn nói với trúc,neutral
002753,cô về nhà nói với ba mẹ tôi là cô làm tôi với ai đi,angry
008071,cảm ơn những lời khuyên không thích đáng của anh,angry
000731,anh đình phong gọi hả,happy
000547,không là không,angry
004005,nhớ về sớm đó,neutral
001068,mình uống có hai chai bia làm sao mà trúc biết được,neutral
001143,vô lý,angry
006171,đứng còn không nổi làm sao mà tập xe được,neutral
002812,nãy giờ cô đi đâu vậy,angry
002641,chuyện này bao giờ mới chấm dứt được không ạ,angry
005779,"miệng tôi tôi cười , có sao đâu",angry
007476,hồi xưa đi học phổ thông á tại sao tôi thích thơ nguyễn bính không,neutral
006357,tôi lấy xe đi rồi,neutral
006435,cái gì,surprise
003094,vì cô ghét tôi,neutral
004201,đừng như vậy nữa,neutral
004212,mỗi lần lừa anh em đều lên kịch bản rất hay chi tiết,neutral
003412,tôi nói vậy á,neutral
005009,chứ còn bây giờ nội dung tốt,neutral
000628,lau nhẹ thôi bụi,angry
005273,sao không gật đầu giùm tôi một cái,neutral
001302,không,neutral
001502,tôi sẽ giúp cô được chưa,angry
001525,trúc nhìn tôi đi,neutral
001332,hôm nay đến đây làm gì không biết,neutral
007119,dạ,neutral
000473,là mất hứng gặp cô ấy luôn,neutral
003828,em đã giúp anh thay đổi và tỉnh ngộ,neutral
007965,từ từ nha từ từ nha,neutral
006362,chứ bộ quần áo đẹp đến mấy mà đôi giày không hợp là cũng coi như tiêu luôn,neutral
004376,biết làm món thịt quay hả,surprise
003576,"cháu xin thề là không thể có chuyện đó được , làm sao mà có chuyện đó được",angry
001786,anh đã phát hiện ra,neutral
001272,lần này á là tẩn tới già luôn á,happy
006530,mày biến đi,angry
001964,mà tự nhiên ra khỏi nhà là mất hứng gặp cổ luôn,neutral
000608,"cô là loại phụ nữ gì vậy hả , sao cô tầm thường vậy , thật thất vọng quá đi",angry
000750,tại sao cô muốn ở bên cạnh tôi,angry
004416,nặng quá à,neutral
002603,tôi biết ngay thế nào cô cũng đồng ý mà,happy
001669,ủa tại sao lại không,neutral
007772,"Minh Minh, anh cũng vậy",happy
004283,cuộc gọi đó hả,surprise
004466,rõ ràng tại sao tát tui tui mới buông,angry
000383,trời ông hiều ghê thiệt,happy
004566,cửa kính ướt,neutral
002072,cô nói thật đó hả,happy
005333,tôi hứa tôi sẽ không làm mất nữa đâu,sad
006031,thì lúc đó tôi cũng phải giận Trúc chứ,neutral
002954,"và càng không thuộc về tôi , đúng không",angry
002943,một ngày đặc biệt của tôi hả,surprise
006625,cô đang làm cái gì vậy,neutral
000725,sáng nay tôi phải tới studio chụp hình với tăng thanh hà,neutral
002786,tới lúc đó thì đừng có nói là không có tiền đóng tiền phạt nha,neutral
000965,cô cho tôi ăn cái gì vậy hả,angry
005320,thì em tập với anh,happy
000858,bàn việc gì,neutral
006598,sao hôm nay hỏi tới vậy,neutral
006833,hiểu chết liền á,angry
000167,không bán sách thì làm cái gì bây giờ,angry
006854,đủ để em nhận ra rằng,neutral
004188,làm gì vậy,surprise
000047,thôi được rồi,neutral
007251,đầu tiên là phải lấy dao,neutral
005666,lúc đó chắc tôi xỉn quá tôi chẳng biết trời đất gì nữa,neutral
007314,"ngon đúng không , nếm thử món này đi , nước sốt ngon lắm đó",neutral
002508,biết rồi,neutral
006424,sao mọi thứ bề bộn thế này hả,angry
003241,thầy giáo mới gọi điện nói là sáng nay có giờ học sao không thấy con tới,neutral
002162,tha lỗi đó,neutral
005305,và ngô đồng diễn xuất tốt,neutral
000233,nghe,neutral
003988,thầy bị sao vậy,angry
008127,giải quyết xong,neutral
003340,"uống một hai chai bia trúc đâu có biết đâu , nếu về nhà trúc hỏi là uống thuốc chưa , thì tôi nói là uống thuốc rồi",neutral
002555,tôi ghét cô,neutral
001201,thôi được rồi hôm nay nghỉ chụp em về đi,happy
006388,con bắt cô ấy giải thích tại sao cô ấy tát con,neutral
002462,giá bèo quá,neutral
005107,cô đã giữ trách nhiệm,neutral
007521,Trúc cho tôi ở thì tôi ở chứ mắc mớ gì tới anh,angry
003361,ừ thì cô không gặp nhưng cô gọi điện cho ba mẹ tôi,angry
000708,mà ở một nơi khác thì sao,neutral
006826,có làm cái gì đâu,neutral
004768,tôi không có hiểu gì hết,angry
006352,trời,neutral
005318,"ừ , tôi đi chút xíu rồi về",neutral
000862,lát thì kiếm cớ bận việc,neutral
003596,alo,neutral
004035,thà rằng cứ như lúc đầu cho là cô là người có khả năng đặc biệt nhìn xuyên thời gian,neutral
002392,vậy thì cô phải đồng ý điều khoản này chứ,neutral
000687,lại chuyện gì nữa vậy,neutral
001990,cô phải làm như vậy nè,neutral
008057,cảm ơn,happy
005600,nội cũng biết con với ba con,neutral
001024,sao cô lại có thái độ như vậy,neutral
003741,từ trạm xe buýt tới đây á là mất năm phút đồng hồ á rã giò luôn,neutral
002624,nè cô,neutral
006334,vậy mà bây giờ cô kêu coi như là không có chuyện gì xảy ra coi như huề,angry
005484,tôi mới vừa ra khỏi chỗ mấy anh,angry
002683,sao bây giờ lại nuốt lời vậy,angry
002043,đi đâu vậy trời,neutral
000883,phải về sớm quá,sad
005590,khi mình lỡ yêu một ai đó,neutral
004966,số tiền dư còn lại,neutral
007966,gì chứ,angry
004094,"tôi ăn tối xong mới về nhà mà , cô khỏi lo chuyện đó",angry
000875,nếu tôi không nhảy vô can cô cũng tiêu rồi,angry
003032,ủa về rồi đấy hả,neutral
005369,dạ,neutral
005651,mình phải làm gì đây ta,neutral
000364,không thì tôi nói chuyện trước kia đó chứ bây giờ phải khác trước,happy
007749,anh ấy nói anh ấy rất nhớ em,neutral
007235,tôi phải tiếp khách,neutral
004821,anh ghét nhất á là một ngày rút tối đa chỉ được hai mươi triệu thôi,neutral
003000,"không phải , phim khác",neutral
003599,con gà sắp nổi điên rồi con gà sắp nổi điên rồi,happy
007577,tôi sẽ mua hết chỗ sách này cho cô luôn,neutral
004277,"sao , không đồng ý hả",surprise
004839,con gọi cho cô ấy rồi,neutral
002962,còn sớm mà bà,neutral
002831,bời vì chưa bao giờ,neutral
005581,"à này , sáng đi nộp tiểu thuyết , nhà xuất bản nói sao",neutral
003101,không,angry
001498,i love you,neutral
007945,không biết cô ta bị cái gì nữa,neutral
002854,dạ con không hỏi,neutral
003650,"chính cô đã nói , chiếc nhẫn đó có ý nghĩa lắm mà",surprise
000498,"đã đặt tiệc , mời hết khách khứa rồi",neutral
001847,"thôi bỏ đi , coi như chưa nói gì hết",neutral
005901,giặt xong thì phải ủi cho thật thẳng,neutral
004057,vậy mà trong những năm gần đây,neutral
004726,"tại sao anh không chọn em , làm hình mẫu cho nhân vật nữ chính luôn , nhân vật nữ chính , sẽ là một câu hoa hậu hội chợ , lên sài gòn , thi vô trường điện ảnh ba lần đều rớt , casting lần nào cũng trượt nên toàn đóng vai quần chúng , dù rất đẹp",angry
003076,thì vì cái tội á ông đột nhập vô nhà cô trái phép nữa,neutral
003386,thôi con mắc học bài,sad
001540,thì tôi đâu mất công tìm việc khác làm chi đúng không,neutral
001273,"con đã làm sai tất cả , ba tha lỗi cho con",sad
007494,vậy tát đi,angry
005256,ê càng nhanh càng tốt nha,happy
007818,tôi mới hết bệnh mà mắc mưa lần nữa chắc tôi chết luôn đó,sad
006825,đừng đi,sad
000623,ngoài cô ra,sad
007775,tôi tin là Trúc sẽ tìm được ba mẹ,neutral
005209,voi hay chó liên quan gì tới chuyện mấy người chuyện của tôi mà,neutral
007659,còn trúc thì sao,neutral
001725,"tôi không cần biết lịch trình của cô là gì , mau đi dọn dẹp đi",angry
000707,thầy cũng biết là em thuyết phục ba mẹ em để cho thầy luyện thi cho em cả ba môn,angry
007493,"tâm trạng tôi như vậy , làm sao nuốt nổi",angry
001446,"cô bận , thì tôi sẽ giúp cô",neutral
008147,nhậu hết mẹ nó rồi,angry
001038,mà vô phòng cô mà ngủ,angry
000165,tôi thấy kế hoạch hoàn hảo mà,neutral
000696,thì coi như trúc đẩy tui vào chỗ chết,sad
000868,làm sao mà em đậu được,angry
000814,mà bệnh đó thường là mấy người có tiền mới bị thôi,happy
003252,cô muốn nhắc tới chuyện chiều nay à,neutral
004666,không có vấn đề gì mà bây giờ xảy ra chuyện rồi đó,angry
008171,mà nước không,angry
001531,thôi trúc đi xích lô đi,neutral
003107,em phải nghe anh giải thích chứ trúc,angry
004884,một con gà trống đẹp trai,happy
000465,vậy đó,neutral
001968,tôi không biết giải thích vì sao với ba mẹ tôi vì mấy vết bầm ở trên người nữa,angry
000578,"nhưng mà đưa một người đàn ông về nhà vào ban đêm , khi mà ở nhà không có ai , là việc không tốt",angry
004747,"mà bây giờ mấy giờ rồi , tại sao cô về trễ vậy",angry
003226,mà thế nào cũng kể cho hai ông bà kia nghe,neutral
006745,"em yên tâm , anh sẽ không bắt em trả lại căn nhà này cho anh đâu , anh chỉ ở tạm đây một thời gian , trong khi tìm nơi ở khác thôi",neutral
005101,đi kiếm gì mà ăn đi,neutral
003637,ủa sao lại cầm dao vậy,surprise
004196,nhà của tôi mà,happy
004702,không thích à,neutral
000877,thì đây là cuộc sống của mình,sad
007299,"quan tâm gì, nhiều chuyện thì có",neutral
005421,thôi kệ,neutral
007198,thầy ghi âm lại để làm gì,angry
000351,thật khó tin những gì mà tôi đã trải qua,happy
004187,kỳ lạ mà khoa học không giải thích được,happy
002688,chứ đi tìm kiếm khắp Sài Gòn mà đi bộ chắc tui chết quá à,neutral
003066,nhiều cái gì mà nhiều,neutral
005103,tại vì hơi mệt nên mặt buồn thôi,sad
000764,trước khi tôi trở về chỗ này phải sạch bóng,angry
008047,ông hắng giọng rồi sau đó nói,neutral
001400,"ngồi hoài vậy hả , đi ra",angry
000557,dạ con đi học chưa mẹ,happy
000581,chuyện đó không tệ hại bằng chuyện này nghe chưa,angry
001770,anh ơi em mới mua được tháng em mua mười một triệu đó,neutral
007933,từ cái hôm tôi xui xẻo gặp cô,angry
007930,nếu mà cô có hơn á,neutral
001618,nhà tôi mất gì là chuyện của nhà tôi,angry
002654,anh lừa em để được chụp hình em,angry
007055,chính là nhà cô ấy trước đây,neutral
002079,có sao đâu,neutral
000861,cách đây hai tháng nhà anh thuê ở hà nội bị chập điện nên cháy rụi hết,neutral
005481,ủa cô nói hiểu rồi là hiểu rồi cái gì,neutral
006245,không,angry
004168,tôi mới thấy cô ôm chân tôi ngủ,surprise
002226,chứ bất tài,neutral
005972,anh phải quay lại chứ,neutral
001253,chết tui rồi,angry
005885,"Yến , mình đi bơi nha",neutral
007980,anh điên rồi,angry
000805,trúc đọc chưa vậy,neutral
006219,ba,sad
007212,là tối hôm qua tôi uống bia xong,neutral
007842,tin tôi đi,neutral
006500,ừ,angry
001161,có bao giờ tôi nói với anh là anh đẹp trai chưa vậy,neutral
002766,trời sao cô nói chuyện vô duyên thì được mà sao tôi nói chuyện vô duyên thì cô chửi vậy,angry
002795,ủa sao vậy,surprise
000350,việc gì vậy,neutral
002190,ra khỏi nhà thì tôi cũng bị rượt chém chết rồi,neutral
003403,anh cùng đường tuyệt vọng,sad
000191,trúc,neutral
007325,cái gì,angry
001855,người đâu mà kỳ cục,neutral
000412,trúc nói ý đó là muốn tăng lương cho tôi phải không,neutral
000583,đâu có gì đâu,neutral
001529,tụi mày trả thù tụi tao như vậy chưa đủ hay sao,angry
005742,vở thực hành thủ công tập một,neutral
002883,tôi có năng khiếu chứ bộ,neutral
004932,"tôi không thích , tôi thích tự phấn đấu hơn à",neutral
004548,"vả lại , đối với tôi , cô cũng chẳng là gì cả",neutral
006335,thì chúng tôi là bạn từ thuở nhỏ mà,neutral
005843,thì anh sẽ tìm hiểu xem nó thân với ai ở đâu,neutral
005956,quy định là do tôi đề ra,neutral
002551,nghề gì vậy,neutral
004106,đó là do số phận,neutral
000546,vấn đề đơn giản như vậy mà cô giải thích khó hiểu dài dòng,angry
000913,mà thôi,neutral
001012,tôi có chuyện muốn nhờ cô giúp,sad
001167,à,surprise
004093,bởi vì tôi nghĩ trúc thương tôi,happy
002238,anh nói cái gì,angry
005160,làm cái gì,neutral
003568,hết tiền,sad
001475,"mà anh cũng ra báo cho tài xế taxi biết giùm tôi luôn , chứ điện thoại ở đây không có sóng",neutral
007969,tôi nói vứt đi là vứt đi sao cô nói nhiều vậy,angry
006282,ừ hư,neutral
002341,cô làm cái gì vậy,surprise
004172,sao con nói cái gì bà cũng không tin vậy,angry
003345,từ đầu tôi đã nghĩ là cô ngốc nghếch rồi,angry
003259,làm sao mà tui tránh được,neutral
001745,e,neutral
004296,không nói sao biết,angry
006454,nhưng năm nào đến ngày thi,neutral
003272,thôi tôi muốn đi bộ vào,neutral
002194,"không thích hả , không thích thì thôi đừng làm",angry
002906,"ừ , tìm thấy rồi",neutral
007246,con mèo mà trèo cây cao là cái ý gì vậy trời,neutral
003118,họ nói sao,neutral
005772,hy vọn Trúc chưa kịp báo cho ba mẹ mình biết,neutral
004517,trong cái xui có cát hơn,happy
007780,ai ngờ uống hết cả két lúc nào không hay,neutral
006743,dậy,angry
000565,ba ơi ba tỉnh lại đi ba,angry
007557,trời ơi chút xíu đâu mà chút xíu,neutral
000433,"nè , đã xong chưa lại bỏ đi",angry
001971,là mới bắt đầu bỏ thói quen đọc sách đó chứ,neutral
001915,cảm ơn em nha,neutral
008191,Trúc mừng vì thấy tôi quay lại thiệt hả,happy
004623,phải,angry
004014,cô còn phải trừ vào tiền tôi thiếu cô chứ,neutral
002357,"chà , coi bộ mừng sinh nhật vui quá ha",happy
007761,"thôi được rồi , tôi sẽ giúp cô dọn dẹp giặt đồ được chưa",angry
006122,mà sao toàn tiền năm trăm với lại một ngàn,neutral
003987,bộ cô hay ra ngoài gặp bá thông,angry
002106,cái gì hả,neutral
007136,thì về cái chuyện cô có thể yêu anh ấy đó,neutral
004668,"căn nhà rất bừa bộn lộn xộn , mau đi dọn dẹp đi",angry
006161,đâu phải một hai con mà bốn năm con lận,angry
007453,chửi tôi suốt ngày làm sao tôi chịu nổi,neutral
001315,nếu mà cô không tin tôi đúng không,neutral
004205,trời ơi,angry
007875,cô ráng giúp tôi thêm lần nữa đi,neutral
000511,là cô cô có tức không,angry
008244,nói đi,neutral
006751,mời cô vô nhà kiểm tra,neutral
000044,vậy có gì khác không anh,neutral
001033,đánh vảy là phải đánh ngược từ,happy
002419,đi mà méc đi,angry
003902,hay thiệt á,neutral
008108,cô hay thiệt,neutral
007067,không thích,neutral
006684,về vấn đề gì,neutral
008173,thì tôi cũng là món quà mà ông trời đã trao tặng cho Trúc,happy
007431,"Minh Minh, Minh Minh",neutral
000781,vậy thôi năm trăm ngàn một ngày nha,neutral
005301,cô đã gây cho tôi nhiều đau khổ lắm rồi,angry
000937,trời ơi sao cô hiểu tôi quá vậy,surprise
007778,sao giờ lại nuốt lời vậy,angry
001385,hiện tại thì tôi chưa có một dự định nào hết,neutral
000294,"vợ em lại nấu ăn không được khéo cho lắm , anh thông cảm nha",neutral
002929,cô nói đúng,angry
000701,"nếu cô bận , tôi sẽ làm giúp cô , không chỉ lau nhà , mà còn tất cả các công việc nội trợ khác nữa",happy
002112,cảm ơn trúc,neutral
001697,sẽ tốn rất nhiều thứ tiền,neutral
000369,tối qua cô tới nhà tôi ăn trộm đúng không,angry
003879,cô tính ngồi đó hoài hay sao,neutral
003353,tránh ra tránh ra tránh ra,angry
000311,tất nhiên rồi,happy
007950,mà em vẫn chấp nhận yêu anh,happy
003555,sao cô biết,surprise
006994,"mà cũng vì chuyện đó , tôi bị ba tôi sạc tôi một trận tả tơi luôn , cô nợ tôi nhiều lắm cô biết không",angry
000381,mau đi nấu gì ăn đi,angry
004409,lúc họ đánh cô,angry
005087,lỡ cái gì,angry
003755,ừ,neutral
005793,tội của anh là tù mọt gông nghe chưa,angry
001182,hoa hồng mau héo lắm đó,angry
007984,mà mẹ đọc cho con nguyên một bài diễn văn dài thòng lòng à,neutral
003557,"cầm đi đâu , để nguyên đó , lấy cái mới đi",angry
005912,Minh Minh,neutral
008063,khó hiểu quá à,neutral
005269,em về cẩn thận nha,neutral
003201,trúc yêu tôi đúng không nếu trúc không yêu tôi,neutral
000084,chứ tôi nói thêm nhiều nữa là cô bị tẩu hỏa nhập ma luôn á,neutral
001476,trúc thì có liên quan gì tới chuyện này,angry
001642,rồi,happy
006354,"bây giờ , anh hối hận lắm",sad
006850,tốt một cách kỳ lạ,neutral
002827,và cô nói,neutral
006813,a lô,neutral
006839,để anh sai việc vặt đó mà,neutral
005218,"thì tôi nói , đừng có giỡn mặt với tôi",angry
007018,"mà nhớ mang theo kem chống nắng nha , cảm giác được thoa kem chống nắng cho em , giống như là , anh được chăm sóc cho em vậy đó",neutral
006661,em đã giúp anh nhận ra nhiều giá trị của cuộc sống của bản thân,neutral
007728,ê vé số vé số,neutral
004901,tôi chờ đèn tắt hết,neutral
005775,vậy là sao,neutral
000739,cô có biết từ đó nặng lắm không,angry
004558,là do cha vợ em,neutral
005536,nè,neutral
001384,làm sao mà có chuyện như vậy được,angry
004861,và tôi sẽ lại một mình trong căn nhà với ông hiều,neutral
006526,chẳng lẽ cái chuyện trao lầm con trong nhà hộ sinh,neutral
001578,chắc họ vui lắm,angry
005052,nhưng mà cô cũng đừng dí sát nước hoa vào người như vậy đừng có dí sát vào da mà xịt,neutral
004549,cũng là chỗ riêng tư,neutral
001535,không,neutral
000510,mà ba mẹ,neutral
000813,lỡ trúc đang trên đường tới đó thì ông hiều đang trên đường tới đây thì sao . ổng mà tới đây không có trúc ở nhà là căng lắm đó,neutral
006008,đi đón taxi về nhà,neutral
005394,sáng giờ bị ông hiều rượt sợ quá toát mồ hôi nên giờ cũng khỏe rồi,neutral
002100,để tôi gọi xe cấp cứu đưa cô vô bệnh viện nha,neutral
008237,suy nghĩ xong chưa,neutral
006421,ngày hôm qua cô ngồi chờ lâu không,neutral
006876,xong rồi,neutral
007416,đây trả nè,neutral
005715,cô chẳng nhận,neutral
004899,một đổi một,neutral
006993,nhưng em còn đúng mười ngàn à,neutral
003513,"đừng có nói chuyện vô lý như vậy , mau vô bếp rửa chén đi , đi đi",angry
003806,mà nãy bán quần áo được bao nhiêu tiền vậy,neutral
000413,biết đâu được,sad
006875,mà nếu không uống thuốc thì cũng đâu có sao đâu,neutral
001046,trời ơi lớn lên ham chơi á,happy
005247,tôi muốn nói chuyện với cô mà,sad
002597,tôi thấy mẹ tôi nấu nên giờ nhớ lại bắt chước đó,happy
003195,ba ngàn,neutral
006531,"đô la mỹ , bảy trăm đô , tương đương với hơn mười triệu , tôi đưa dư cho cô luôn á",neutral
003149,chưa có chuyện gì xảy ra,neutral
001833,tôi biết rất nhiều phụ nữ thích xài nước hoa đàn ông lắm,neutral
006956,cô nhớ chưa,angry
000207,chuẩn bị cơm sáng lúc bảy giờ,neutral
006203,thì tao bán sách cũ đó,angry
004611,ý cô là sao,angry
000573,kiểu này á là giết người,neutral
008080,"Minh Minh, Minh Minh",happy
000782,ủa mà chuyện ông hiều trúc định tính sao,happy
005079,ba mẹ không thấy là suốt ngày con ở nhà con luyện thi à,neutral
003533,mặc đồ hiệu vô là có thể đi thi hoa hậu được liền,neutral
005029,thôi anh về đây,neutral
005176,mà tại sao cô cứu tôi vậy,surprise
001552,học sinh bổ túc thì muốn mặc gì cũng được,neutral
006304,lúc nào cũng làm cho người đối diện cảm thấy vui vẻ,neutral
005449,tụi mày là lũ khốn nạ,angry
006157,cô tiếc chì năm mươi ngàn mà tôi khổ vậy nè trời,neutral
008099,lạ ghê á,neutral
007926,dạ không,neutral
004749,vậy chứ anh chạy xe đạp chỗ như vậy anh biết chạy xe mô tô không,neutral
005316,mang về nhà,angry
004725,tôi không gia đình,neutral
003748,có muốn đi cắm trại không,happy
008165,ít nhất cũng là mười lăm ngàn,neutral
007226,hơn Trúc mười hai tuổi nguyên một con giáp,neutral
005838,ừ,angry
006718,"ừ, mà ai mới gọi vậy",neutral
007458,ba mẹ em cũng đưa em tới tận trường,neutral
005400,để tôi xem coi,neutral
004994,nên cũng mất luôn thói quen đọc sách,happy
003775,hối hận cái gì chứ,angry
004402,cả đống đồ nặng như vậy làm sao xe đạp được,surprise
005044,cầm đi,neutral
002810,cô muốn giữ lại hết đồ đạc quần áo của tôi để trừ vô số tiền tôi thiếu cô đúng không,neutral
007570,anh im đi được không,angry
004793,mà ba phải hiểu theo nghĩa bóng kìa,neutral
004022,mà chín mươi hai triệu,surprise
008131,uống bia mà cũng đi hỏi giá,neutral
004701,tôi lang thang ngoài đường như con chó hoang vậy,sad
008185,ờ tôi đi nha,neutral
006323,dế mèn phi lưu ký nè,neutral
004053,tính làm lâu rồi chứ,neutral
000744,hy vọng là mọi chuyện trót lọt,neutral
004217,nhưng chỉ thoáng qua thôi,neutral
007442,sáng nay dậy sớm quá nên giờ mới ngủ quên,neutral
005036,"minh minh hả , tôi nghe đây",neutral
005549,nhanh nhạy hơn con rùa rồi,angry
005002,đình phong hả,surprise
000808,nhưng mà tôi nói là tôi không có sẵn tiền mặt ở đây,neutral
004259,hay ở lại bên anh,neutral
001862,ủa,neutral
008336,độc như thuốc rầy luôn,neutral
003965,hẹn ra công viên mới dễ đánh lộn,neutral
000378,chưa,happy
004562,mọi thứ chuẩn bị hết rồi,neutral
002534,kiểu khác hả,neutral
002114,đừng dò hỏi tương lai đừng đắn đo e ngại,happy
008158,mà trúc chưa ăn bao giờ luôn,neutral
002355,mền chiếu giường cả mùng nữa đầy mùi gián hôi rình làm sao mà ngủ được,angry
007111,"ngoài khả năng diễn xuất ra , thì tài sản lớn nhất của người diễn viên , chính là cơ thể",neutral
002516,ủa anh nghĩ tôi ưa anh à,angry
000091,ờ thôi trúc đi trước đi tôi vào tắm rửa thay đồ rồi ra liền,neutral
000896,cực quá à,neutral
006899,vậy hả,neutral
006847,chịu không,angry
004874,trúc thật là độc ác,neutral
006602,coi trừng đó,angry
001412,cô tới đây kiếm tui có chuyện gì không,neutral
004946,không được,sad
003310,cô muốn gặp tôi để làm gì,angry
000394,làm sao mà đủ để đền bù thiệt hại mà chắc chắn tôi sẽ gây ra trong quá trình làm việc,neutral
003235,có cách nào khác không ừ,neutral
003156,mình kiếm cái gì đó để kinh doanh,neutral
003892,cái đống đồ này cho người ta người ta còn không thèm lấy nữa chứ là bây giờ còn sợ bị mất nữa,neutral
007690,cô thấy kế hoạch của tôi hay hả,neutral
001805,ma nhập chắc,neutral
006727,anh đang nằm nhà suy nghĩ đây,neutral
003125,anh chưa biết anh đang suy nghĩ nè,neutral
005352,à anh va phải cửa,neutral
002768,tôi có mua một bộ hồ sơ nè,neutral
006425,tôi có chụp gì đâu,neutral
004134,tôi biết rồi,neutral
007287,mấy người đừng tỏ ra thương hại tôi,angry
002752,bị cận thị đúng không,neutral
003829,mà biểu tôi không lo lắng hay sao,neutral
000042,nhất quyết bố thí cho mình hai mươi triệu,sad
002241,anh bình tĩnh đi,angry
001729,nhìn đã thấy ớn rồi,neutral
001173,tôi tới thăm bảo yến rồi tới công ty luôn,neutral
000567,tôi chưa biết khóc,neutral
006025,vậy cuốn này,neutral
007808,tất nhiên rồi,neutral
004987,"rồi cổ cứu con , thì ba tin liền",angry
007901,"ủa , tôi gọi cô là con gà nên cô giận tôi hả",neutral
005358,đây là vở bài tập tiếng việt,neutral
003875,anh muốn giải thích,neutral
003004,anh mà bước chân ra khỏi nhà là ông già từ anh luôn á,neutral
000175,a,happy
006311,không phải là cô thích ăn mì ý hay sao vậy,neutral
007592,ông Hiều á ông nghĩ là tôi yêu Trúc,neutral
000368,cũng không phải luôn,sad
001111,tôi đồng ý,angry
006448,trời ơi thầy điên à,angry
001277,tôi có kế hoạch rõ ràng rồi,neutral
005412,có nhiều món ngon lắm nè,happy
004617,tôi đã thi rớt đại học ba lần rồi đó,neutral
001927,cô thử nói lý do tôi nghe coi,angry
003230,oai phong thiệt,neutral
003335,không đùa,neutral
006137,làm gì có chuyện gì đừng hỏi anh về Nga Linh nữa,neutral
006670,vì thế mà cô mới muốn tôi cho cô số điện thoại và địa chỉ của tụi nó phải không,neutral
000116,là trúc tính đùa có duyên mà còn vô duyên vậy,angry
006788,"gia đình tôi , họ sẽ nghĩ thế nào về chuyện ly dị này , cô có nghĩ tới họ không hả",angry
000132,"nếu như tôi không ly dị với cô , tôi đúng là người có lỗi lắm",angry
003825,đang nói chuyện tiền nong tự nhiên con mèo trèo cây cao,neutral
005033,thiệt,neutral
003803,cô đúng là một đứa con gái điên khùng và tào lao,angry
003260,ít nhất trúc cũng cho tôi ở nhà đến sáng mai chờ đồ tôi khô đã chứ,neutral
003424,"cũng bình thường thôi , đâu có gì lạ lùng đâu",neutral
002466,không,angry
007867,ê ê,neutral
007017,thì tụi công Diệp thằng Khánh,neutral
003914,tại sao phải nói vậy,angry
006984,mất thì mua chiếc khác,angry
004975,nhưng đẹp đôi,happy
002119,mà còn về nhà kể cho ba mẹ tôi nghe câu chuyện đó nữa,surprise
005789,cũng phải kể,angry
002050,chính xác,happy
001019,thôi tôi về nha,happy
001878,có,neutral
003363,thôi hết muốn ăn rồi,sad
